Número de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-2721,Cliente 1551,2024-10-13,529.31,Pendiente,Empleado 100,"Producto 8, Producto 124"
Pedido-2722,Cliente 460,2024-05-27,665.45,Procesado,Empleado 93,"Producto 275, Producto 235"
Pedido-2723,Cliente 333,2024-12-07,3460.58,Pendiente,Empleado 94,"Producto 14, Producto 202, Producto 37, Producto 2, Producto 90"
Pedido-2724,Cliente 301,2024-04-30,2364.48,Entregado,Empleado 73,"Producto 62, Producto 234, Producto 7, Producto 232, Producto 158"
Pedido-2725,Cliente 992,2024-06-14,4710.98,Entregado,Empleado 19,"Producto 252, Producto 21, Producto 18"
Pedido-2726,Cliente 1814,2024-08-18,2912.71,Entregado,Empleado 42,"Producto 32, Producto 100, Producto 12, Producto 259"
Pedido-2727,Cliente 1347,2024-09-10,4646.28,Cancelado,Empleado 46,"Producto 161, Producto 58, Producto 73, Producto 61"
Pedido-2728,Cliente 1906,2024-07-16,2036.54,Procesado,Empleado 6,"Producto 131, Producto 39, Producto 269, Producto 283, Producto 193"
Pedido-2729,Cliente 1707,2025-01-18,1953.03,Entregado,Empleado 96,"Producto 200, Producto 46, Producto 107, Producto 257"
Pedido-2730,Cliente 507,2024-06-27,4113.77,Procesado,Empleado 44,"Producto 167, Producto 71, Producto 60, Producto 95, Producto 89"
Pedido-2731,Cliente 866,2024-08-12,454.5,Cancelado,Empleado 81,"Producto 176, Producto 127, Producto 159, Producto 214"
Pedido-2732,Cliente 928,2024-11-27,2346.26,Pendiente,Empleado 7,"Producto 275, Producto 137, Producto 206, Producto 269, Producto 152"
Pedido-2733,Cliente 1613,2024-05-14,291.94,Procesado,Empleado 79,"Producto 216, Producto 8, Producto 28, Producto 71, Producto 177"
Pedido-2734,Cliente 1841,2024-07-07,4956.64,Pendiente,Empleado 17,Producto 3
Pedido-2735,Cliente 464,2024-07-26,2213.89,Entregado,Empleado 42,"Producto 183, Producto 144, Producto 84, Producto 38"
Pedido-2736,Cliente 154,2025-02-22,3859.26,Enviado,Empleado 66,"Producto 5, Producto 8, Producto 107, Producto 287"
Pedido-2737,Cliente 1926,2024-07-14,1953.52,Enviado,Empleado 28,"Producto 136, Producto 260"
Pedido-2738,Cliente 267,2025-01-26,1194.4,Enviado,Empleado 96,"Producto 123, Producto 176"
Pedido-2739,Cliente 533,2024-04-20,1846.05,Procesado,Empleado 7,"Producto 279, Producto 254, Producto 220"
Pedido-2740,Cliente 1039,2025-02-13,4849.89,Entregado,Empleado 89,"Producto 18, Producto 116, Producto 123, Producto 257"
Pedido-2741,Cliente 230,2024-12-04,1688.31,Pendiente,Empleado 76,"Producto 271, Producto 96"
Pedido-2742,Cliente 543,2024-04-08,2308.25,Procesado,Empleado 66,"Producto 299, Producto 181, Producto 68"
Pedido-2743,Cliente 1086,2024-08-10,184.53,Pendiente,Empleado 72,"Producto 147, Producto 139, Producto 26"
Pedido-2744,Cliente 593,2024-07-29,1618.29,Enviado,Empleado 5,"Producto 236, Producto 28"
Pedido-2745,Cliente 1767,2024-09-27,2866.8,Enviado,Empleado 90,"Producto 268, Producto 81, Producto 28, Producto 257"
Pedido-2746,Cliente 1420,2024-10-05,1421.79,Cancelado,Empleado 74,"Producto 193, Producto 53, Producto 154, Producto 234"
Pedido-2747,Cliente 1777,2024-05-02,3123.87,Pendiente,Empleado 54,"Producto 130, Producto 276, Producto 20, Producto 121, Producto 222"
Pedido-2748,Cliente 477,2024-12-23,1471.11,Enviado,Empleado 70,"Producto 172, Producto 286"
Pedido-2749,Cliente 1869,2024-12-04,1634.43,Enviado,Empleado 64,"Producto 194, Producto 139, Producto 190, Producto 279, Producto 201"
Pedido-2750,Cliente 1964,2025-02-02,1287.71,Pendiente,Empleado 43,"Producto 200, Producto 209, Producto 176, Producto 86, Producto 127"
Pedido-2751,Cliente 976,2025-01-24,1053.6,Pendiente,Empleado 1,"Producto 24, Producto 39, Producto 153, Producto 286, Producto 288"
Pedido-2752,Cliente 378,2025-01-01,2804.34,Pendiente,Empleado 24,"Producto 178, Producto 116, Producto 213, Producto 122, Producto 275"
Pedido-2753,Cliente 917,2024-11-03,946.91,Procesado,Empleado 16,Producto 115
Pedido-2754,Cliente 316,2024-10-20,4135.0,Entregado,Empleado 68,"Producto 30, Producto 48, Producto 219, Producto 86, Producto 181"
Pedido-2755,Cliente 1072,2024-04-24,1937.87,Cancelado,Empleado 77,"Producto 258, Producto 220, Producto 223, Producto 272"
Pedido-2756,Cliente 1689,2024-12-14,3683.25,Enviado,Empleado 86,"Producto 137, Producto 150, Producto 206"
Pedido-2757,Cliente 232,2024-09-09,2735.77,Entregado,Empleado 2,"Producto 262, Producto 106, Producto 165"
Pedido-2758,Cliente 1358,2024-10-07,2409.94,Entregado,Empleado 87,"Producto 181, Producto 72, Producto 3, Producto 253"
Pedido-2759,Cliente 447,2024-09-22,4956.65,Pendiente,Empleado 66,"Producto 204, Producto 263"
Pedido-2760,Cliente 1184,2024-10-03,1801.14,Cancelado,Empleado 42,"Producto 166, Producto 110, Producto 92, Producto 288"
Pedido-2761,Cliente 1520,2024-03-22,2210.24,Procesado,Empleado 33,"Producto 55, Producto 41, Producto 95, Producto 182, Producto 245"
Pedido-2762,Cliente 508,2024-08-30,3326.95,Procesado,Empleado 83,"Producto 248, Producto 292"
Pedido-2763,Cliente 362,2024-03-25,1930.73,Cancelado,Empleado 66,"Producto 169, Producto 90, Producto 34, Producto 286"
Pedido-2764,Cliente 968,2024-03-22,1642.07,Procesado,Empleado 10,Producto 155
Pedido-2765,Cliente 398,2025-02-02,1567.9,Entregado,Empleado 55,Producto 112
Pedido-2766,Cliente 29,2024-08-01,3570.05,Pendiente,Empleado 87,"Producto 260, Producto 64, Producto 288"
Pedido-2767,Cliente 659,2025-01-05,2325.56,Cancelado,Empleado 72,"Producto 132, Producto 253, Producto 141, Producto 40"
Pedido-2768,Cliente 860,2025-01-21,4472.11,Procesado,Empleado 11,Producto 196
Pedido-2769,Cliente 395,2024-10-27,2480.36,Enviado,Empleado 91,"Producto 243, Producto 298"
Pedido-2770,Cliente 1123,2024-03-02,2936.6,Enviado,Empleado 16,"Producto 151, Producto 233, Producto 172, Producto 281, Producto 57"
Pedido-2771,Cliente 31,2025-02-06,818.92,Enviado,Empleado 93,"Producto 295, Producto 105"
Pedido-2772,Cliente 11,2024-11-06,4655.39,Enviado,Empleado 73,"Producto 11, Producto 288, Producto 207, Producto 12, Producto 73"
Pedido-2773,Cliente 855,2024-04-24,1937.24,Procesado,Empleado 50,"Producto 184, Producto 132, Producto 187, Producto 121, Producto 138"
Pedido-2774,Cliente 437,2024-11-11,1494.45,Pendiente,Empleado 28,"Producto 23, Producto 176, Producto 267"
Pedido-2775,Cliente 630,2024-04-17,4484.62,Pendiente,Empleado 9,"Producto 198, Producto 149, Producto 152, Producto 41, Producto 126"
Pedido-2776,Cliente 1909,2024-11-23,3173.06,Procesado,Empleado 22,"Producto 129, Producto 106"
Pedido-2777,Cliente 354,2024-12-15,3240.35,Pendiente,Empleado 33,Producto 129
Pedido-2778,Cliente 1593,2025-02-23,2396.53,Pendiente,Empleado 62,"Producto 215, Producto 237"
Pedido-2779,Cliente 1746,2024-05-10,1251.6,Pendiente,Empleado 66,"Producto 72, Producto 105, Producto 276, Producto 235"
Pedido-2780,Cliente 75,2024-07-18,4717.86,Procesado,Empleado 90,"Producto 121, Producto 96, Producto 283, Producto 218"
Pedido-2781,Cliente 1777,2025-01-05,4063.49,Entregado,Empleado 61,"Producto 24, Producto 176"
Pedido-2782,Cliente 1063,2024-03-31,348.61,Pendiente,Empleado 7,"Producto 125, Producto 47, Producto 190, Producto 135"
Pedido-2783,Cliente 18,2024-09-29,3270.67,Pendiente,Empleado 71,"Producto 88, Producto 52"
Pedido-2784,Cliente 739,2024-05-03,4631.8,Pendiente,Empleado 71,"Producto 10, Producto 262, Producto 33"
Pedido-2785,Cliente 1562,2024-06-03,689.74,Procesado,Empleado 15,"Producto 165, Producto 154, Producto 99, Producto 63, Producto 298"
Pedido-2786,Cliente 319,2024-05-23,2035.1,Cancelado,Empleado 18,"Producto 129, Producto 99, Producto 290, Producto 12"
Pedido-2787,Cliente 845,2025-02-06,287.92,Procesado,Empleado 11,"Producto 167, Producto 4, Producto 166, Producto 59, Producto 273"
Pedido-2788,Cliente 1949,2025-02-23,924.71,Entregado,Empleado 98,Producto 86
Pedido-2789,Cliente 170,2025-02-17,825.14,Entregado,Empleado 94,"Producto 205, Producto 9, Producto 213, Producto 298, Producto 48"
Pedido-2790,Cliente 1283,2024-05-23,2147.39,Enviado,Empleado 69,Producto 66
Pedido-2791,Cliente 1685,2024-11-03,4345.35,Cancelado,Empleado 45,"Producto 164, Producto 49, Producto 169, Producto 24"
Pedido-2792,Cliente 681,2024-06-07,4455.01,Enviado,Empleado 31,"Producto 4, Producto 146, Producto 131, Producto 80, Producto 173"
Pedido-2793,Cliente 999,2024-03-13,3982.92,Entregado,Empleado 69,"Producto 25, Producto 21, Producto 235"
Pedido-2794,Cliente 68,2024-05-21,1434.25,Enviado,Empleado 18,"Producto 295, Producto 211, Producto 24"
Pedido-2795,Cliente 1663,2024-08-03,628.31,Entregado,Empleado 72,"Producto 42, Producto 61"
Pedido-2796,Cliente 1468,2024-04-23,4246.68,Cancelado,Empleado 43,"Producto 156, Producto 179, Producto 213"
Pedido-2797,Cliente 1901,2024-09-22,4203.05,Procesado,Empleado 97,"Producto 206, Producto 238, Producto 87, Producto 258"
Pedido-2798,Cliente 1460,2024-08-25,3799.21,Cancelado,Empleado 27,"Producto 64, Producto 270"
Pedido-2799,Cliente 809,2024-11-18,831.82,Entregado,Empleado 87,"Producto 109, Producto 257, Producto 287"
Pedido-2800,Cliente 206,2024-08-21,155.12,Procesado,Empleado 38,"Producto 236, Producto 269, Producto 150"
Pedido-2801,Cliente 1741,2024-11-05,4669.51,Cancelado,Empleado 54,"Producto 229, Producto 45"
Pedido-2802,Cliente 1285,2024-09-08,296.48,Procesado,Empleado 59,"Producto 152, Producto 286, Producto 194"
Pedido-2803,Cliente 1835,2025-02-05,4850.23,Cancelado,Empleado 93,"Producto 130, Producto 52, Producto 135, Producto 275"
Pedido-2804,Cliente 1003,2024-12-24,2808.29,Enviado,Empleado 76,"Producto 31, Producto 130"
Pedido-2805,Cliente 61,2024-10-30,280.16,Enviado,Empleado 77,"Producto 248, Producto 91, Producto 106, Producto 132"
Pedido-2806,Cliente 1155,2024-11-17,810.67,Pendiente,Empleado 29,"Producto 158, Producto 79, Producto 134"
Pedido-2807,Cliente 340,2024-08-15,936.48,Cancelado,Empleado 12,"Producto 16, Producto 140, Producto 181"
Pedido-2808,Cliente 318,2024-11-15,4111.81,Entregado,Empleado 15,Producto 289
Pedido-2809,Cliente 1554,2024-05-05,1599.96,Entregado,Empleado 63,"Producto 73, Producto 253, Producto 232, Producto 154, Producto 263"
Pedido-2810,Cliente 1624,2024-08-11,2032.08,Enviado,Empleado 38,"Producto 12, Producto 132, Producto 96, Producto 58"
Pedido-2811,Cliente 1475,2024-07-25,422.43,Pendiente,Empleado 40,"Producto 178, Producto 191, Producto 134, Producto 97, Producto 169"
Pedido-2812,Cliente 1730,2025-02-03,1985.1,Entregado,Empleado 54,"Producto 128, Producto 74"
Pedido-2813,Cliente 544,2024-07-09,192.76,Procesado,Empleado 39,Producto 129
Pedido-2814,Cliente 1120,2024-06-08,297.61,Cancelado,Empleado 69,"Producto 245, Producto 257, Producto 210, Producto 5"
Pedido-2815,Cliente 665,2024-06-06,1995.6,Enviado,Empleado 82,Producto 100
Pedido-2816,Cliente 1500,2024-08-24,3695.16,Entregado,Empleado 38,Producto 57
Pedido-2817,Cliente 796,2024-04-04,827.55,Entregado,Empleado 61,Producto 66
Pedido-2818,Cliente 382,2024-10-27,304.86,Enviado,Empleado 5,Producto 100
Pedido-2819,Cliente 1664,2025-02-15,2981.61,Entregado,Empleado 86,"Producto 166, Producto 288, Producto 37, Producto 283, Producto 64"
Pedido-2820,Cliente 377,2024-08-14,4346.7,Pendiente,Empleado 59,"Producto 278, Producto 55, Producto 198, Producto 164, Producto 233"
Pedido-2821,Cliente 1119,2024-08-08,1501.24,Entregado,Empleado 70,"Producto 90, Producto 22"
Pedido-2822,Cliente 1473,2024-12-13,2344.26,Procesado,Empleado 2,Producto 278
Pedido-2823,Cliente 69,2025-01-01,1874.61,Enviado,Empleado 87,Producto 235
Pedido-2824,Cliente 548,2024-04-22,1020.12,Enviado,Empleado 38,"Producto 126, Producto 276, Producto 71"
Pedido-2825,Cliente 1663,2024-12-24,3180.94,Cancelado,Empleado 6,"Producto 216, Producto 232"
Pedido-2826,Cliente 1006,2024-11-18,3108.28,Cancelado,Empleado 96,"Producto 183, Producto 257, Producto 164, Producto 29"
Pedido-2827,Cliente 1089,2024-08-13,2546.32,Cancelado,Empleado 6,"Producto 169, Producto 9"
Pedido-2828,Cliente 321,2024-09-22,1503.09,Procesado,Empleado 20,"Producto 11, Producto 254, Producto 38"
Pedido-2829,Cliente 1555,2024-04-14,2171.63,Entregado,Empleado 44,"Producto 190, Producto 17, Producto 124, Producto 34"
Pedido-2830,Cliente 1373,2024-02-28,3660.34,Procesado,Empleado 99,"Producto 72, Producto 88, Producto 142, Producto 146, Producto 92"
Pedido-2831,Cliente 1006,2024-03-18,3842.02,Procesado,Empleado 87,Producto 206
Pedido-2832,Cliente 441,2025-02-22,2266.05,Enviado,Empleado 69,"Producto 244, Producto 231"
Pedido-2833,Cliente 1487,2024-05-30,4313.01,Pendiente,Empleado 27,"Producto 24, Producto 154"
Pedido-2834,Cliente 1681,2024-10-24,2478.15,Pendiente,Empleado 84,"Producto 233, Producto 96, Producto 283, Producto 265"
Pedido-2835,Cliente 820,2024-09-23,4379.72,Enviado,Empleado 59,"Producto 80, Producto 247, Producto 88, Producto 56, Producto 252"
Pedido-2836,Cliente 1623,2024-05-08,3636.12,Procesado,Empleado 73,"Producto 259, Producto 27, Producto 66, Producto 112, Producto 74"
Pedido-2837,Cliente 1384,2025-01-02,1721.19,Pendiente,Empleado 83,Producto 249
Pedido-2838,Cliente 57,2024-07-26,4700.73,Pendiente,Empleado 11,"Producto 5, Producto 23, Producto 143"
Pedido-2839,Cliente 179,2024-02-26,2701.31,Entregado,Empleado 12,"Producto 147, Producto 116, Producto 289"
Pedido-2840,Cliente 1311,2024-09-20,2813.32,Cancelado,Empleado 5,"Producto 241, Producto 288, Producto 286, Producto 206"
Pedido-2841,Cliente 362,2024-07-28,4406.99,Pendiente,Empleado 23,"Producto 245, Producto 235, Producto 60"
Pedido-2842,Cliente 921,2025-02-15,2291.08,Procesado,Empleado 11,"Producto 187, Producto 171, Producto 206"
Pedido-2843,Cliente 1242,2025-01-05,1690.91,Enviado,Empleado 49,"Producto 299, Producto 94, Producto 109, Producto 294"
Pedido-2844,Cliente 1735,2025-01-05,509.39,Pendiente,Empleado 13,"Producto 253, Producto 155"
Pedido-2845,Cliente 333,2025-01-31,2582.09,Procesado,Empleado 85,"Producto 254, Producto 39"
Pedido-2846,Cliente 538,2024-05-27,3173.32,Entregado,Empleado 65,"Producto 264, Producto 117, Producto 97, Producto 184, Producto 278"
Pedido-2847,Cliente 729,2025-01-10,4669.85,Procesado,Empleado 48,Producto 290
Pedido-2848,Cliente 958,2024-07-09,1274.76,Entregado,Empleado 23,"Producto 176, Producto 295, Producto 114, Producto 27, Producto 256"
Pedido-2849,Cliente 378,2025-01-08,1666.63,Cancelado,Empleado 51,"Producto 117, Producto 29, Producto 178"
Pedido-2850,Cliente 325,2024-12-26,3874.49,Pendiente,Empleado 80,Producto 110
Pedido-2851,Cliente 253,2025-01-26,4781.75,Enviado,Empleado 31,"Producto 222, Producto 120, Producto 74, Producto 215, Producto 129"
Pedido-2852,Cliente 638,2024-04-01,2654.24,Procesado,Empleado 64,"Producto 58, Producto 88, Producto 75, Producto 252"
Pedido-2853,Cliente 1875,2025-02-23,635.03,Enviado,Empleado 93,"Producto 178, Producto 9"
Pedido-2854,Cliente 150,2024-08-07,3310.63,Enviado,Empleado 37,"Producto 132, Producto 175, Producto 294, Producto 214, Producto 32"
Pedido-2855,Cliente 1262,2024-04-03,4263.04,Entregado,Empleado 84,"Producto 187, Producto 17, Producto 45, Producto 22"
Pedido-2856,Cliente 1853,2025-01-04,400.72,Enviado,Empleado 99,"Producto 27, Producto 177, Producto 197, Producto 289"
Pedido-2857,Cliente 94,2024-04-16,3262.31,Cancelado,Empleado 92,"Producto 164, Producto 2, Producto 14"
Pedido-2858,Cliente 820,2024-04-22,2028.83,Procesado,Empleado 93,"Producto 110, Producto 193"
Pedido-2859,Cliente 617,2024-05-05,2382.55,Entregado,Empleado 63,"Producto 130, Producto 161"
Pedido-2860,Cliente 547,2024-06-07,3098.49,Entregado,Empleado 37,Producto 35
Pedido-2861,Cliente 151,2024-04-10,4535.14,Entregado,Empleado 3,"Producto 159, Producto 182, Producto 254, Producto 301, Producto 100"
Pedido-2862,Cliente 1816,2024-09-09,1491.64,Procesado,Empleado 9,Producto 46
Pedido-2863,Cliente 214,2024-07-31,1733.32,Procesado,Empleado 87,"Producto 76, Producto 190"
Pedido-2864,Cliente 1343,2024-09-01,2469.11,Entregado,Empleado 34,"Producto 262, Producto 142"
Pedido-2865,Cliente 1719,2024-05-27,1117.08,Cancelado,Empleado 46,"Producto 230, Producto 63, Producto 259, Producto 69, Producto 6"
Pedido-2866,Cliente 443,2024-03-06,772.38,Enviado,Empleado 59,Producto 226
Pedido-2867,Cliente 1988,2024-05-27,3728.94,Pendiente,Empleado 97,"Producto 99, Producto 288, Producto 218, Producto 167, Producto 144"
Pedido-2868,Cliente 613,2024-11-08,153.56,Cancelado,Empleado 41,"Producto 300, Producto 169"
Pedido-2869,Cliente 1830,2024-03-20,1889.99,Enviado,Empleado 24,Producto 20
Pedido-2870,Cliente 1376,2024-09-08,1724.99,Entregado,Empleado 80,"Producto 256, Producto 39"
Pedido-2871,Cliente 635,2024-08-08,4044.95,Procesado,Empleado 62,"Producto 145, Producto 38, Producto 151"
Pedido-2872,Cliente 1295,2024-10-06,1169.94,Enviado,Empleado 92,"Producto 98, Producto 263, Producto 151, Producto 27"
Pedido-2873,Cliente 1838,2024-06-19,550.24,Pendiente,Empleado 7,"Producto 290, Producto 271, Producto 274, Producto 82, Producto 140"
Pedido-2874,Cliente 1357,2024-10-05,1874.51,Cancelado,Empleado 12,"Producto 298, Producto 106, Producto 27, Producto 85, Producto 108"
Pedido-2875,Cliente 592,2024-03-08,2203.81,Entregado,Empleado 63,Producto 176
Pedido-2876,Cliente 1303,2024-09-01,961.39,Enviado,Empleado 95,"Producto 176, Producto 292, Producto 221"
Pedido-2877,Cliente 405,2024-11-30,789.46,Pendiente,Empleado 40,"Producto 99, Producto 132, Producto 275, Producto 262"
Pedido-2878,Cliente 268,2024-07-13,2707.2,Entregado,Empleado 95,"Producto 83, Producto 263, Producto 96, Producto 113, Producto 242"
Pedido-2879,Cliente 792,2024-10-10,3098.53,Entregado,Empleado 82,Producto 128
Pedido-2880,Cliente 1244,2024-06-12,4442.05,Procesado,Empleado 51,Producto 202
Pedido-2881,Cliente 931,2024-10-01,2719.16,Pendiente,Empleado 45,"Producto 125, Producto 74"
Pedido-2882,Cliente 624,2024-06-25,643.83,Enviado,Empleado 6,"Producto 35, Producto 199, Producto 254, Producto 226, Producto 262"
Pedido-2883,Cliente 521,2024-10-29,4203.35,Procesado,Empleado 15,"Producto 153, Producto 139, Producto 160"
Pedido-2884,Cliente 917,2024-04-21,2508.96,Pendiente,Empleado 74,Producto 73
Pedido-2885,Cliente 41,2024-04-09,4514.46,Procesado,Empleado 33,"Producto 183, Producto 293, Producto 143"
Pedido-2886,Cliente 1429,2024-07-14,1578.84,Enviado,Empleado 15,"Producto 130, Producto 78"
Pedido-2887,Cliente 49,2025-01-07,2138.8,Pendiente,Empleado 85,"Producto 29, Producto 107, Producto 224"
Pedido-2888,Cliente 316,2024-04-05,3291.77,Cancelado,Empleado 36,"Producto 105, Producto 160, Producto 249"
Pedido-2889,Cliente 89,2024-05-15,4217.02,Enviado,Empleado 72,"Producto 51, Producto 93"
Pedido-2890,Cliente 1559,2024-07-15,2509.95,Cancelado,Empleado 23,"Producto 10, Producto 160, Producto 167, Producto 67"
Pedido-2891,Cliente 1809,2024-04-01,4594.06,Pendiente,Empleado 79,"Producto 228, Producto 114, Producto 14, Producto 191"
Pedido-2892,Cliente 719,2024-04-30,2883.46,Pendiente,Empleado 13,"Producto 96, Producto 181, Producto 27"
Pedido-2893,Cliente 1872,2024-02-28,1665.32,Procesado,Empleado 94,"Producto 142, Producto 219, Producto 206, Producto 5"
Pedido-2894,Cliente 653,2024-03-26,2780.99,Enviado,Empleado 15,"Producto 3, Producto 107, Producto 112"
Pedido-2895,Cliente 530,2024-10-13,1683.23,Cancelado,Empleado 65,"Producto 56, Producto 124, Producto 60, Producto 292, Producto 45"
Pedido-2896,Cliente 129,2025-01-29,983.18,Cancelado,Empleado 1,"Producto 6, Producto 251"
Pedido-2897,Cliente 1592,2024-06-30,3015.9,Enviado,Empleado 85,Producto 266
Pedido-2898,Cliente 603,2025-01-26,2944.33,Entregado,Empleado 81,"Producto 271, Producto 172, Producto 45, Producto 102, Producto 13"
Pedido-2899,Cliente 1170,2024-10-11,493.88,Entregado,Empleado 81,"Producto 233, Producto 36"
Pedido-2900,Cliente 491,2024-07-17,4653.64,Entregado,Empleado 32,"Producto 147, Producto 67, Producto 225, Producto 133"
Pedido-2901,Cliente 633,2024-11-26,4115.83,Procesado,Empleado 43,"Producto 86, Producto 157, Producto 81"
Pedido-2902,Cliente 1299,2024-05-16,2736.84,Pendiente,Empleado 49,"Producto 139, Producto 221, Producto 188, Producto 30"
Pedido-2903,Cliente 71,2024-07-23,1152.82,Procesado,Empleado 68,"Producto 27, Producto 103, Producto 121, Producto 156"
Pedido-2904,Cliente 1229,2025-01-11,1281.31,Entregado,Empleado 99,"Producto 23, Producto 106, Producto 214"
Pedido-2905,Cliente 1792,2025-02-01,4766.62,Pendiente,Empleado 47,"Producto 241, Producto 48, Producto 191, Producto 54"
Pedido-2906,Cliente 766,2024-03-12,3622.52,Entregado,Empleado 67,"Producto 61, Producto 158, Producto 266"
